id;bpp;bps;bytes;date_first_seen;dst_ip;duration;flags;flows;packet_no;pps;protocol;src_ip;time_first_seen;tos
1057;67;545;1622;2022-05-02;10.0.0.1:50858;23.78;........;1;24;1;UDP;172.217.170.174:443;21:13:47;0
1058;59;24410;238;2022-05-02;10.0.0.1:38326;0.08;........;1;4;51;TCP;104.244.42.130:443;21:33:21;0
1059;136;544;1908;2022-05-02;10.0.0.1:9000;28.03;........;1;14;0;UDP;10.0.0.254:50487;21:16:05;0
1060;59;24410;238;2022-05-02;10.0.0.1:37650;0.08;........;1;4;51;TCP;104.244.42.193:443;21:45:15;0
1061;156;542;2036;2022-05-02;10.0.0.1:9000;30.03;........;1;13;0;UDP;10.0.0.254:50487;21:13:58;0
1062;59;24410;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;51;TCP;10.0.0.1:38308;21:05:15;0
1063;178;540;2504;2022-05-02;10.0.0.1:9000;37.04;........;1;14;0;UDP;10.0.0.254:50487;21:46:59;0
1064;59;24410;238;2022-05-02;10.0.0.1:38308;0.08;........;1;4;51;TCP;104.244.42.130:443;21:05:15;0
1065;146;536;1612;2022-05-02;10.0.0.1:9000;24.02;........;1;11;0;UDP;10.0.0.254:50487;21:24:07;0
1066;59;24410;238;2022-05-02;10.0.0.1:38314;0.08;........;1;4;51;TCP;104.244.42.130:443;21:19:16;0
1067;70;531;1696;2022-05-02;10.0.0.1:50858;25.53;........;1;24;0;UDP;172.217.170.174:443;21:27:35;0
1068;59;24410;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;51;TCP;10.0.0.1:38330;21:49:49;0
1069;233;514;1868;2022-05-02;10.0.0.1:9000;29.03;........;1;8;0;UDP;10.0.0.254:50487;21:29:25;0
1070;59;24410;238;2022-05-02;10.0.0.1:38310;0.08;........;1;4;51;TCP;104.244.42.130:443;21:10:14;0
1071;153;477;1076;2022-05-02;10.0.0.1:9000;18.02;........;1;7;0;UDP;10.0.0.254:50487;21:50:58;0
1072;59;24410;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;51;TCP;10.0.0.1:38332;21:53:35;0
1073;167;471;1004;2022-05-02;10.0.0.1:9000;17.02;........;1;6;0;UDP;10.0.0.254:50487;21:08:20;0
1074;59;24410;238;2022-05-02;10.0.0.1:38332;0.08;........;1;4;51;TCP;104.244.42.130:443;21:53:35;0
1075;89;454;3056;2022-05-02;93.184.220.29:80;53.85;........;1;34;0;TCP;192.168.209.130:50078;21:44:46;0
1076;67;24214;678;2022-05-02;10.0.0.1:55398;0.22;........;1;10;44;TCP;172.217.170.206:443;21:05:53;0
1077;184;438;3128;2022-05-02;10.0.0.1:9000;57.06;........;1;17;0;UDP;10.0.0.254:50487;21:06:14;0
1078;572;23892;29746;2022-05-02;10.0.0.1:38320;9.96;........;1;52;5;TCP;104.244.42.130:443;21:30:47;0
1079;63;437;894;2022-05-02;34.122.121.32:80;16.37;........;1;14;0;TCP;10.0.0.1:45336;21:56:31;0
1080;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38316;21:25:07;0
1081;64;437;646;2022-05-02;52.85.218.46:443;11.81;........;1;10;0;TCP;192.168.209.130:52420;21:40:48;0
1082;59;23800;238;2022-05-02;10.0.0.1:38328;0.08;........;1;4;50;TCP;104.244.42.130:443;21:45:15;0
1083;67;431;1628;2022-05-02;10.0.0.1:50858;30.20;........;1;24;0;UDP;172.217.170.174:443;21:15:47;0
1084;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38326;21:33:21;0
1085;164;420;1316;2022-05-02;10.0.0.1:9000;25.03;........;1;8;0;UDP;10.0.0.254:50487;21:20:10;0
1086;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38334;21:57:16;0
1087;143;411;2576;2022-05-02;10.0.0.1:9000;50.05;........;1;18;0;UDP;10.0.0.254:50487;21:08:55;0
1088;59;23800;238;2022-05-02;104.244.42.193:443;0.08;........;1;4;50;TCP;10.0.0.1:37650;21:45:15;0
1089;140;381;2532;2022-05-02;10.0.0.1:9000;53.05;........;1;18;0;UDP;10.0.0.254:50487;21:22:40;0
1090;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38328;21:45:15;0
1091;56;373;112;2022-05-02;192.168.209.130:5.0;2.40;........;1;2;0;ICMP;192.168.209.254:0;21:45:51;0
1092;59;23800;238;2022-05-02;104.244.42.130:443;0.08;........;1;4;50;TCP;10.0.0.1:38310;21:10:14;0
1093;206;373;1448;2022-05-02;10.0.0.1:9000;31.03;........;1;7;0;UDP;10.0.0.254:50487;21:52:12;0
1094;67;22821;542;2022-05-02;10.0.0.1:50858;0.19;........;1;8;42;UDP;172.217.170.174:443;21:11:50;0
1095;157;365;1416;2022-05-02;10.0.0.1:9000;31.03;........;1;9;0;UDP;10.0.0.254:50487;21:54:21;0
1096;255;22794;4086;2022-05-02;172.217.170.174:443;1.43;........;1;16;11;UDP;10.0.0.1:50858;21:12:47;0
1097;60;362;600;2022-05-02;34.122.121.32:80;13.23;........;1;10;0;TCP;10.0.0.1:45334;21:41:34;0
1098;59;22666;238;2022-05-02;10.0.0.1:38320;0.08;........;1;4;47;TCP;104.244.42.130:443;21:31:16;0
1099;180;360;1264;2022-05-02;10.0.0.1:9000;28.03;........;1;7;0;UDP;10.0.0.254:50487;21:48:59;0
1100;58;22361;464;2022-05-02;34.216.199.145:443;0.17;........;1;8;48;TCP;10.0.0.1:33844;21:31:56;0
1101;159;359;1752;2022-05-02;10.0.0.1:9000;39.04;........;1;11;0;UDP;10.0.0.254:50487;21:13:01;0
1102;40;22222;200;2022-05-02;224.0.0.22:34;0.07;........;1;5;69;IGMP;192.168.209.1:0;21:54:13;0
1103;153;358;1076;2022-05-02;10.0.0.1:9000;24.02;........;1;7;0;UDP;10.0.0.254:50487;21:21:15;0
1104;40;22222;200;2022-05-02;224.0.0.22:34;0.07;........;1;5;69;IGMP;192.168.209.1:0;21:54:13;0
1105;142;356;2140;2022-05-02;10.0.0.1:9000;48.05;........;1;15;0;UDP;10.0.0.254:50487;21:10:57;0
1106;70;22025;424;2022-05-02;10.0.0.1:42550;0.15;........;1;6;38;TCP;52.85.218.46:443;21:08:14;0
1107;142;350;1708;2022-05-02;10.0.0.1:9000;39.04;........;1;12;0;UDP;10.0.0.254:50487;21:17:59;0
1108;608;21992;17044;2022-05-02;10.0.0.1:32966;6.20;........;1;28;4;UDP;102.132.96.35:443;21:45:53;0
1109;173;339;2080;2022-05-02;10.0.0.1:9000;49.05;........;1;12;0;UDP;10.0.0.254:50487;21:53:02;0
1110;56;21853;448;2022-05-02;10.0.0.1:33844;0.16;........;1;8;48;TCP;34.216.199.145:443;21:31:56;0
1111;178;336;2316;2022-05-02;10.0.0.1:9000;55.06;........;1;13;0;UDP;10.0.0.254:50487;21:31:17;0
1112;67;21818;540;2022-05-02;10.0.0.1:50858;0.20;........;1;8;40;UDP;172.217.170.174:443;21:09:54;0
1113;161;334;2424;2022-05-02;10.0.0.1:9000;58.06;........;1;15;0;UDP;10.0.0.254:50487;21:32:36;0
1114;98;21512;41158;2022-05-02;197.226.227.80:443;15.31;........;1;416;27;UDP;10.0.0.1:37761;21:12:28;0
1115;122;325;244;2022-05-02;10.0.0.1:9000;6.01;........;1;2;0;UDP;10.0.0.254:50487;21:20:51;0
1116;70;21014;704;2022-05-02;10.0.0.1:33042;0.27;........;1;10;37;TCP;35.224.170.84:80;21:41:52;0
1117;123;321;1728;2022-05-02;10.0.0.1:9000;43.04;........;1;14;0;UDP;10.0.0.254:50487;21:12:00;0
1118;70;21014;704;2022-05-02;10.0.0.1:48812;0.27;........;1;10;37;TCP;35.232.111.17:80;21:17:56;0
1119;144;313;864;2022-05-02;10.0.0.1:9000;22.02;........;1;6;0;UDP;10.0.0.254:50487;21:25:52;0
1120;70;20705;704;2022-05-02;10.0.0.1:33038;0.27;........;1;10;36;TCP;35.224.170.84:80;21:27:35;0
1121;162;307;2272;2022-05-02;10.0.0.1:9000;59.06;........;1;14;0;UDP;10.0.0.254:50487;21:00:32;0
1122;70;20705;704;2022-05-02;10.0.0.1:48818;0.27;........;1;10;36;TCP;35.232.111.17:80;21:52:27;0
1123;136;299;1908;2022-05-02;10.0.0.1:9000;51.05;........;1;14;0;UDP;10.0.0.254:50487;20:59:28;0
1124;78;18488;624;2022-05-02;10.0.0.1:33032;0.27;........;1;8;29;TCP;35.224.170.84:80;21:02:57;0
1125;111;295;444;2022-05-02;10.0.0.1:9000;12.01;........;1;4;0;UDP;10.0.0.254:50487;21:50:29;0
1126;55;18020;446;2022-05-02;104.244.42.130:443;0.20;........;1;8;40;TCP;10.0.0.1:38312;21:16:00;0
1127;160;292;2088;2022-05-02;10.0.0.1:9000;57.06;........;1;13;0;UDP;10.0.0.254:50487;21:44:49;0
1128;66;17600;396;2022-05-02;10.0.0.1:38306;0.18;........;1;6;33;TCP;104.244.42.130:443;21:00:03;0
1129;169;290;2036;2022-05-02;10.0.0.1:9000;56.06;........;1;12;0;UDP;10.0.0.254:50487;21:41:13;0
1130;59;17309;238;2022-05-02;34.117.237.239:443;0.11;........;1;4;36;TCP;10.0.0.1:59360;21:51:37;0
1131;188;288;1880;2022-05-02;10.0.0.1:9000;52.05;........;1;10;0;UDP;10.0.0.254:50487;21:40:09;0
1132;537;17111;10742;2022-05-02;10.0.0.1:44602;5.02;........;1;20;3;TCP;197.226.227.80:443;21:29:07;0
1133;170;286;2040;2022-05-02;10.0.0.1:9000;57.06;........;1;12;0;UDP;10.0.0.254:50487;21:56:31;0
1134;50;16268;606;2022-05-02;102.132.96.35:443;0.30;........;1;12;40;TCP;10.0.0.1:47108;21:12:12;0
1135;139;283;2096;2022-05-02;10.0.0.1:9000;59.06;........;1;15;0;UDP;10.0.0.254:50487;21:30:13;0
1136;70;15139;704;2022-05-02;10.0.0.1:33036;0.37;........;1;10;26;TCP;35.224.170.84:80;21:07:53;0
1137;146;275;1756;2022-05-02;10.0.0.1:9000;51.05;........;1;12;0;UDP;10.0.0.254:50487;21:18:53;0
1138;46;15020;368;2022-05-02;10.0.0.1:38312;0.20;........;1;8;40;TCP;104.244.42.130:443;21:16:00;0
1139;118;270;948;2022-05-02;10.0.0.1:9000;28.03;........;1;8;0;UDP;10.0.0.254:50487;21:26:32;0
1140;59;14875;238;2022-05-02;104.244.42.130:443;0.13;........;1;4;31;TCP;10.0.0.1:38318;21:28:55;0
1141;157;265;1892;2022-05-02;10.0.0.1:9000;57.06;........;1;12;0;UDP;10.0.0.254:50487;21:27:18;0
1142;59;14208;238;2022-05-02;104.244.42.130:443;0.13;........;1;4;29;TCP;10.0.0.1:38316;21:24:04;0
1143;115;262;460;2022-05-02;10.0.0.1:9000;14.01;........;1;4;0;UDP;10.0.0.254:50487;21:55:24;0
1144;59;14208;238;2022-05-02;104.244.42.130:443;0.13;........;1;4;29;TCP;10.0.0.1:38314;21:19:16;0
1145;131;262;1184;2022-05-02;10.0.0.1:9000;36.04;........;1;9;0;UDP;10.0.0.254:50487;21:17:08;0
1146;489;13801;10758;2022-05-02;102.132.96.35:443;6.24;........;1;22;3;UDP;10.0.0.1:32966;21:45:53;0
1147;114;261;688;2022-05-02;10.0.0.1:9000;21.02;........;1;6;0;UDP;10.0.0.254:50487;21:51:33;0
1148;59;13222;238;2022-05-02;104.244.42.130:443;0.14;........;1;4;27;TCP;10.0.0.1:38308;21:04:13;0
1149;56;256;168;2022-05-02;192.168.209.130:5.0;5.24;........;1;3;0;ICMP;192.168.209.254:0;21:09:12;0
1150;59;13041;238;2022-05-02;104.244.42.130:443;0.15;........;1;4;27;TCP;10.0.0.1:38320;21:31:16;0
1151;171;256;1028;2022-05-02;10.0.0.1:9000;32.03;........;1;6;0;UDP;10.0.0.254:50487;21:47:54;0
1152;59;12693;238;2022-05-02;104.244.42.129:443;0.15;........;1;4;26;TCP;10.0.0.1:48596;21:14:04;0
1153;56;254;224;2022-05-02;192.168.209.1:3.3;7.03;........;1;4;0;ICMP;192.168.209.254:0;21:25:16;192
1154;59;12205;238;2022-05-02;104.244.42.130:443;0.16;........;1;4;25;TCP;10.0.0.1:38312;21:15:06;0
1155;56;254;224;2022-05-02;192.168.209.1:3.3;7.04;........;1;4;0;ICMP;192.168.209.254:0;21:50:18;192
1156;281;11665;8440;2022-05-02;172.217.170.174:443;5.79;........;1;30;5;UDP;10.0.0.1:50858;21:23:56;0
1157;135;251;1760;2022-05-02;10.0.0.1:9000;56.06;........;1;13;0;UDP;10.0.0.254:50487;21:24:50;0
1158;295;11342;5918;2022-05-02;172.217.170.174:443;4.17;........;1;20;4;UDP;10.0.0.1:50858;21:14:38;0
1159;125;245;1380;2022-05-02;10.0.0.1:9000;45.04;........;1;11;0;UDP;10.0.0.254:50487;21:09:55;0
1160;63;10631;3450;2022-05-02;173.194.128.9:443;2.60;........;1;54;20;TCP;10.0.0.1:45020;21:06:44;0
1161;56;244;224;2022-05-02;192.168.209.1:3.3;7.34;........;1;4;0;ICMP;192.168.209.254:0;21:52:42;192
1162;63;10087;3450;2022-05-02;173.194.128.9:443;2.74;........;1;54;19;TCP;10.0.0.1:45022;21:06:44;0
1163;56;240;224;2022-05-02;192.168.209.1:3.3;7.46;........;1;4;0;ICMP;192.168.209.254:0;21:21:47;192
1164;282;9969;3958;2022-05-02;172.217.170.174:443;3.18;........;1;14;4;UDP;10.0.0.1:50858;21:10:50;0
1165;142;239;1708;2022-05-02;10.0.0.1:9000;57.06;........;1;12;0;UDP;10.0.0.254:50487;21:07:18;0
1166;55;9910;332;2022-05-02;52.85.218.46:443;0.27;........;1;6;22;TCP;10.0.0.1:42550;21:08:14;0
1167;150;236;1656;2022-05-02;10.0.0.1:9000;56.06;........;1;11;0;UDP;10.0.0.254:50487;21:03:08;0
1168;61;9267;614;2022-05-02;35.232.111.17:80;0.53;........;1;10;18;TCP;10.0.0.1:48812;21:17:56;0
1169;142;231;1420;2022-05-02;10.0.0.1:9000;49.05;........;1;10;0;UDP;10.0.0.254:50487;21:14:47;0
1170;61;9198;614;2022-05-02;35.224.170.84:80;0.53;........;1;10;18;TCP;10.0.0.1:33038;21:27:35;0
1171;56;223;224;2022-05-02;192.168.209.1:3.3;8.03;........;1;4;0;ICMP;192.168.209.254:0;21:26:24;192
1172;61;9198;614;2022-05-02;35.224.170.84:80;0.53;........;1;10;18;TCP;10.0.0.1:33042;21:41:52;0
1173;142;223;1564;2022-05-02;10.0.0.1:9000;56.06;........;1;11;0;UDP;10.0.0.254:50487;21:04:12;0
1174;61;9198;614;2022-05-02;35.232.111.17:80;0.53;........;1;10;18;TCP;10.0.0.1:48818;21:52:26;0
1175;56;223;224;2022-05-02;192.168.209.1:3.3;8.03;........;1;4;0;ICMP;192.168.209.254:0;21:16:46;192
1176;281;9188;3944;2022-05-02;172.217.170.174:443;3.43;........;1;14;4;UDP;10.0.0.1:50858;21:08:45;0
1177;160;221;1604;2022-05-02;10.0.0.1:9000;58.06;........;1;10;0;UDP;10.0.0.254:50487;21:28:22;0
1178;67;8861;3498;2022-05-02;173.194.128.9:443;3.16;........;1;52;16;TCP;10.0.0.1:45024;21:20:16;0
1179;138;216;1520;2022-05-02;10.0.0.1:9000;56.06;........;1;11;0;UDP;10.0.0.254:50487;21:02:05;0
1180;40;8791;200;2022-05-02;224.0.0.22:34;0.18;........;1;5;27;IGMP;192.168.209.1:0;21:10:51;0
1181;139;209;696;2022-05-02;10.0.0.1:9000;26.63;........;1;5;0;UDP;10.0.0.254:50487;21:49:45;0
1182;40;8791;200;2022-05-02;224.0.0.22:34;0.18;........;1;5;27;IGMP;192.168.209.1:0;21:10:51;0
1183;56;198;224;2022-05-02;192.168.209.1:3.3;9.03;........;1;4;0;ICMP;192.168.209.254:0;21:42:41;192
1184;57;8784;694;2022-05-02;35.224.170.84:80;0.63;........;1;12;18;TCP;10.0.0.1:33036;21:07:52;0
1185;132;189;1328;2022-05-02;10.0.0.1:9000;56.06;........;1;10;0;UDP;10.0.0.254:50487;21:05:12;0
1186;64;8652;3370;2022-05-02;173.194.128.9:443;3.12;........;1;52;16;TCP;10.0.0.1:45026;21:20:16;0
1187;56;178;224;2022-05-02;192.168.209.1:3.3;10.01;........;1;4;0;ICMP;192.168.209.254:0;21:53:19;192
1188;238;8403;3332;2022-05-02;172.217.170.206:443;3.17;........;1;14;4;TCP;10.0.0.1:55398;21:02:50;0
1189;56;173;112;2022-05-02;192.168.209.130:5.0;5.17;........;1;2;0;ICMP;192.168.209.254:0;21:24:01;0
1190;238;8324;3334;2022-05-02;172.217.170.206:443;3.20;........;1;14;4;TCP;10.0.0.1:55398;21:04:49;0
1191;56;150;448;2022-05-02;192.168.209.1:3.3;23.77;........;1;8;0;ICMP;192.168.209.254:0;21:54:06;192
1192;66;8051;2192;2022-05-02;10.0.0.1:50858;2.18;........;1;33;15;UDP;172.217.170.174:443;21:06:44;0
1193;56;147;112;2022-05-02;192.168.209.130:5.0;6.07;........;1;2;0;ICMP;192.168.209.254:0;21:33:19;0
1194;66;8030;534;2022-05-02;35.224.170.84:80;0.53;........;1;8;15;TCP;10.0.0.1:33032;21:02:56;0
1195;56;136;112;2022-05-02;192.168.209.130:5.0;6.56;........;1;2;0;ICMP;192.168.209.254:0;21:30:06;0
1196;256;7861;4098;2022-05-02;172.217.170.174:443;4.17;........;1;16;3;UDP;10.0.0.1:50858;21:29:05;0
1197;56;133;112;2022-05-02;192.168.209.130:5.0;6.69;........;1;2;0;ICMP;192.168.209.254:0;21:56:27;0
1198;255;7812;4086;2022-05-02;172.217.170.174:443;4.18;........;1;16;3;UDP;10.0.0.1:50858;21:23:30;0
1199;56;127;168;2022-05-02;192.168.209.130:5.0;10.54;........;1;3;0;ICMP;192.168.209.254:0;21:27:43;0
1200;59;7645;474;2022-05-02;52.85.218.46:443;0.50;........;1;8;16;TCP;192.168.209.130:52426;21:55:22;0
1201;56;126;112;2022-05-02;192.168.209.130:5.0;7.09;........;1;2;0;ICMP;192.168.209.254:0;21:32:22;0
1202;282;7593;3960;2022-05-02;172.217.170.174:443;4.17;........;1;14;3;UDP;10.0.0.1:50858;21:18:49;0
1203;56;123;448;2022-05-02;192.168.209.1:3.3;29.08;........;1;8;0;ICMP;192.168.209.254:0;21:27:11;192
1204;53;7571;318;2022-05-02;104.244.42.130:443;0.34;........;1;6;17;TCP;10.0.0.1:38306;21:00:03;0
1205;56;114;784;2022-05-02;192.168.209.130:5.0;54.82;........;1;14;0;ICMP;192.168.209.254:0;21:44:45;0
1206;40;7547;200;2022-05-02;224.0.0.22:34;0.21;........;1;5;23;IGMP;192.168.209.1:0;21:01:16;0
1207;56;111;392;2022-05-02;192.168.209.1:3.3;28.02;........;1;7;0;ICMP;192.168.209.254:0;21:00:43;192
1208;40;7547;200;2022-05-02;224.0.0.22:34;0.21;........;1;5;23;IGMP;192.168.209.1:0;21:01:16;0
1209;56;75;112;2022-05-02;192.168.209.130:5.0;11.81;........;1;2;0;ICMP;192.168.209.254:0;21:40:48;0
1210;282;7527;3954;2022-05-02;172.217.170.174:443;4.20;........;1;14;3;UDP;10.0.0.1:50858;21:16:45;0
1211;56;68;168;2022-05-02;192.168.209.130:5.0;19.61;........;1;3;0;ICMP;192.168.209.254:0;21:30:57;0
1212;255;6297;4092;2022-05-02;172.217.170.174:443;5.20;........;1;16;3;UDP;10.0.0.1:50858;21:27:02;0
1213;61;0;61;2022-05-02;224.0.0.252:5355;0.00;........;1;1;0;UDP;192.168.209.1:62710;21:40:31;0
1214;253;6269;4050;2022-05-02;172.217.170.174:443;5.17;........;1;16;3;UDP;10.0.0.1:50858;21:26:25;0
1215;76;0;152;2022-05-02;91.189.89.199:123;0.00;........;1;2;0;UDP;10.0.0.1:34931;21:11:13;16
1216;256;6219;4100;2022-05-02;172.217.170.174:443;5.27;........;1;16;3;UDP;10.0.0.1:50858;21:28:28;0
1217;61;0;61;2022-05-02;224.0.0.252:5355;0.00;........;1;1;0;UDP;192.168.209.1:56602;21:56:24;0
1218;67;6171;1080;2022-05-02;10.0.0.1:50858;1.40;........;1;16;11;UDP;172.217.170.174:443;21:12:47;0
1219;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:59717;21:41:54;0
1220;255;6016;4082;2022-05-02;172.217.170.174:443;5.43;........;1;16;2;UDP;10.0.0.1:50858;21:11:24;0
1221;77;0;154;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:51097;21:08:14;0
1222;70;5806;704;2022-05-02;10.0.0.1:45330;0.97;........;1;10;10;TCP;34.122.121.32:80;21:22:13;0
1223;80;0;160;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:38079;21:12:08;0
1224;137;5717;7158;2022-05-02;104.244.42.130:443;10.02;........;1;52;5;TCP;10.0.0.1:38320;21:30:47;0
1225;149;0;298;2022-05-02;10.0.0.1:54480;0.00;........;1;2;0;UDP;8.8.8.8:53;21:32:29;0
1226;261;5670;23032;2022-05-02;172.217.170.174:443;32.50;........;1;88;2;UDP;10.0.0.1:50858;21:31:57;0
1227;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:33556;21:27:35;0
1228;255;5290;4084;2022-05-02;172.217.170.174:443;6.18;........;1;16;2;UDP;10.0.0.1:50858;21:19:23;0
1229;147;0;294;2022-05-02;10.0.0.1:58207;0.00;........;1;2;0;UDP;8.8.8.8:53;21:59:45;0
1230;274;5289;13746;2022-05-02;172.217.170.174:443;20.79;........;1;50;2;UDP;10.0.0.1:50858;21:21:27;0
1231;56;0;56;2022-05-02;192.168.209.130:5.0;0.00;........;1;1;0;ICMP;192.168.209.254:0;21:50:49;0
1232;255;5284;4080;2022-05-02;172.217.170.174:443;6.18;........;1;16;2;UDP;10.0.0.1:50858;21:15:14;0
1233;60;0;120;2022-05-02;172.217.170.202:443;0.00;........;1;2;0;TCP;192.168.209.130:58810;21:05:01;0
1234;255;5243;4086;2022-05-02;172.217.170.174:443;6.23;........;1;16;2;UDP;10.0.0.1:50858;21:17:22;0
1235;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:34842;21:32:24;0
1236;84;5200;39564;2022-05-02;10.0.0.1:8.0;60.86;........;1;471;7;ICMP;192.168.209.130:0;21:29:58;0
1237;86;0;172;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:42808;21:29:05;0
1238;255;5079;4090;2022-05-02;172.217.170.174:443;6.44;........;1;16;2;UDP;10.0.0.1:50858;21:13:17;0
1239;73;0;146;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:39724;21:45:52;0
1240;283;5014;3970;2022-05-02;172.217.170.174:443;6.33;........;1;14;2;UDP;10.0.0.1:50858;21:24:34;0
1241;344;0;344;2022-05-02;255.255.255.255:67;0.00;........;1;1;0;UDP;192.168.209.1:68;21:29:35;0
1242;84;4962;37800;2022-05-02;192.168.209.130:0.0;60.94;........;1;450;7;ICMP;10.0.0.1:0;21:29:56;0
1243;85;0;170;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:56380;21:06:07;0
1244;344;4656;1376;2022-05-02;192.168.209.254:67;2.36;........;1;4;1;UDP;192.168.209.1:68;21:00:11;0
1245;40;0;80;2022-05-02;10.0.0.1:33844;0.00;........;1;2;0;TCP;34.216.199.145:443;21:51:00;0
1246;344;4545;18598;2022-05-02;172.217.170.174:443;32.73;........;1;54;1;UDP;10.0.0.1:50858;21:32:56;0
1247;76;0;152;2022-05-02;10.0.0.1:50813;0.00;........;1;2;0;UDP;91.189.89.199:123;21:45:22;0
1248;45;4376;360;2022-05-02;93.184.220.29:80;0.66;........;1;8;12;TCP;192.168.209.130:50080;21:42:27;0
1249;40;0;80;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37162;21:09:16;0
1250;288;4352;25978;2022-05-02;172.217.170.174:443;47.74;........;1;90;1;UDP;10.0.0.1:50858;21:29:38;0
1251;229;0;229;2022-05-02;192.168.209.255:138;0.00;........;1;1;0;UDP;192.168.209.1:138;21:02:12;0
1252;253;4226;4060;2022-05-02;172.217.170.174:443;7.68;........;1;16;2;UDP;10.0.0.1:50858;21:07:16;0
1253;100;0;200;2022-05-02;10.0.0.1:36049;0.00;........;1;2;0;UDP;8.8.8.8:53;21:13:11;0
1254;253;4202;4060;2022-05-02;172.217.170.174:443;7.73;........;1;16;2;UDP;10.0.0.1:50858;21:09:22;0
1255;166;0;332;2022-05-02;10.0.0.1:42164;0.00;........;1;2;0;UDP;8.8.8.8:53;21:50:45;0
1256;61;3917;614;2022-05-02;34.122.121.32:80;1.25;........;1;10;7;TCP;10.0.0.1:45330;21:22:13;0
1257;229;0;229;2022-05-02;192.168.209.255:138;0.00;........;1;1;0;UDP;192.168.209.1:138;21:49:46;0
1258;194;3894;3492;2022-05-02;172.217.170.206:443;7.17;........;1;18;2;TCP;10.0.0.1:55398;21:00:48;0
1259;149;0;298;2022-05-02;10.0.0.1:50578;0.00;........;1;2;0;UDP;8.8.8.8:53;21:13:11;0
1260;238;3716;3332;2022-05-02;172.217.170.206:443;7.17;........;1;14;1;TCP;10.0.0.1:55398;21:05:23;0
1261;60;0;120;2022-05-02;35.232.111.17:80;0.00;........;1;2;0;TCP;192.168.209.130:52118;21:27:53;0
1262;238;3714;3332;2022-05-02;172.217.170.206:443;7.18;........;1;14;1;TCP;10.0.0.1:55398;21:03:18;0
1263;94;0;188;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:40555;21:06:18;0
1264;255;3684;4084;2022-05-02;172.217.170.174:443;8.87;........;1;16;1;UDP;10.0.0.1:50858;21:12:09;0
1265;85;0;170;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:43740;21:06:07;0
1266;263;3561;6322;2022-05-02;172.217.170.174:443;14.20;........;1;24;1;UDP;10.0.0.1:50858;21:22:06;0
1267;76;0;152;2022-05-02;91.189.91.157:123;0.00;........;1;2;0;UDP;192.168.209.130:43304;21:27:42;16
1268;272;3440;24546;2022-05-02;172.217.170.174:443;57.08;........;1;90;1;UDP;10.0.0.1:50858;21:30:44;0
1269;100;0;100;2022-05-02;10.0.0.1:9000;0.00;........;1;1;0;UDP;10.0.0.254:50487;21:48:42;0
1270;84;3423;25200;2022-05-02;192.168.209.130:0.0;58.89;........;1;300;5;ICMP;10.0.0.1:0;21:32:05;0
1271;72;0;144;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:45338;21:52:12;0
1272;67;3409;1352;2022-05-02;10.0.0.1:55398;3.17;........;1;20;6;TCP;172.217.170.206:443;21:02:50;0
1273;147;0;294;2022-05-02;10.0.0.1:45472;0.00;........;1;2;0;UDP;8.8.8.8:53;21:48:57;0
1274;96;3390;2130;2022-05-02;197.226.227.80:443;5.03;........;1;22;4;TCP;10.0.0.1:44602;21:29:07;0
1275;40;0;80;2022-05-02;52.85.218.93:443;0.00;........;1;2;0;TCP;192.168.209.130:37218;21:54:29;0
1276;84;3388;25368;2022-05-02;10.0.0.1:8.0;59.89;........;1;302;5;ICMP;192.168.209.130:0;21:32:07;0
1277;57;0;230;2022-05-02;34.216.199.145:443;0.00;........;1;4;0;TCP;10.0.0.1:33844;21:45:55;0
1278;67;3369;1352;2022-05-02;10.0.0.1:55398;3.21;........;1;20;6;TCP;172.217.170.206:443;21:04:49;0
1279;80;0;160;2022-05-02;8.8.8.8:53;0.00;........;1;2;0;UDP;10.0.0.1:38935;21:10:53;0
